"nurseryid"	"(E)-Geranylacetone"	"1-Butanol"	"1-Butanol, 2-methyl-"	"1-Butanol, 2-methyl-, acetate"	"1-Dodecanol"	"1-Heptanol"	"1-Hexanol"	"1-Hexanol, 2-ethyl-"	"1-Octanol"	"1-Octen-3-ol"	"1-Octen-3-one"	"1-Pentanol"	"1-Penten-3-one"	"1-Penten-3-one, 2-methyl-"	"1-Propanol"	"1-Propanol, 2-methyl-"	"1,3-Dioxolane, 2,4,5-trimethyl-"	"1,3,6,10-Dodecatetraene, 3,7,11-trimethyl"	"2-Dodecanone"	"2-Heptanone"	"2-Heptenal"	"2-Hexen-1-ol, acetate, (Z)-"	"2-Hexenal"	"2-Octenal, (E)-"	"2-Pentenal, (E)-"	"2-Propenal"	"2,2,7,7-Tetramethyloctane"	"2,4-Heptadienal, (E,E)-"	"2,4-Hexadienal"	"3-Hexenal"	"3-Hexenyl acetate"	"3-Methyl-3-butenyl acetate"	"4-Oxohex-2-enal"	"5-ethyl-2(5H)-furanone"	"5-Hepten-2-ol, 6-methyl-"	"5-Hepten-2-one, 6-methyl-"	"5-Hexen-1-ol"	"5-Hexenyl acetate"	"à-Farnesene"	"Acetic acid"	"Acetic acid, butyl ester"	"Acetic acid, hexyl ester"	"Acetic acid, methyl ester"	"Acetic acid, pentyl ester"	"Acetone"	"Benzaldehyde"	"Benzene"	"Benzophenone"	"Benzothiazole"	"Butanal"	"Butanal, 2-methyl-"	"Butane, 1-methoxy-2-methyl-"	"Butanoic acid, 2-methyl-, 2-methylbutyl ester"	"Butanoic acid, 2-methyl-, ethyl ester"	"Butanoic acid, 2-methyl-, hexyl ester"	"Butanoic acid, 2-methyl-, methyl ester"	"Butanoic acid, 2-methyl-, pentyl ester"	"Butanoic acid, 2-methylbutyl ester"	"Butanoic acid, 2-methylpropyl ester"	"Butanoic acid, 3-hydroxy-, ethyl ester"	"Butanoic acid, butyl ester"	"Butanoic acid, ethyl ester"	"Butanoic acid, hexyl ester"	"Butanoic acid, methyl ester"	"Butanoic acid, pentyl ester"	"Butanoic acid, propyl ester"	"Butyl 2-methylbutanoate"	"Butyrolactone"	"Cyclopropane, nonyl-"	"Decanal"	"Estragole"	"Ethanol"	"Ethyl Acetate"	"Furan, 2-methyl-"	"Furan, 2-pentyl-"	"Furan, tetrahydro-2,2,5,5-tetramethyl-"	"Heptanal"	"Heptane, 2,2,4,6,6-pentamethyl"	"Hexamethylene diacrylate"	"Hexanal"	"Hexane, 1-methoxy-"	"Hexanoic acid, 2-ethyl-"	"Hexanoic acid, butyl ester"	"Hexanoic acid, ethyl ester"	"Hexanoic acid, hexyl ester"	"Hexanoic acid, methyl ester"	"Hexanoic acid, propyl ester"	"Isobutyl acetate"	"Isopropyl Alcohol"	"n-Propyl acetate"	"Octanal"	"Octane, 2,2,6-trimethyl-"	"Pentanal"	"Pentanoic acid, ethyl ester"	"Phenol"	"Propanal"	"Propanoic acid, 2-methyl-, butyl ester"	"Propanoic acid, 2-methyl-, ethyl ester"	"Propanoic acid, 2-methyl-, hexyl ester"	"Propanoic acid, butyl ester"	"Propanoic acid, ethyl ester"	"Propanoic acid, hexyl ester"	"Propanoic acid, propyl ester"	"Tetrahydrofuran"	"Toluene"	"β-Damascenone"
10128	0	12365154	27811861	1429787	0	10212	12871646	645422	0	0	24434	879192	53377	0	118306	133272	0	28010	0	41082	0	0	12040871	0	0	64364	0	0	73191	0	0	0	0	0	0	31107	49077	0	2486530	0	754746	21896	0	0	71842	0	240789	0	4405.8	0	205505	790256	26066	343101	1411029	216683	62179	36418	1046433	0	2850341	4881005	647396	344878	0	4374343	1196209	0	0	4862.7	2279.5	59723	0	57148.5	0	0	313872	0	0	8601715	16252	0	0	0	100249	0	0	0	0	0	120079	20856	358088	0	0	0	52476	0	0	256539	0	0	368910	0	0	0
10133	0	10495542	1501301	16026046	0	29691	11897662	276570	19588	0	134221	363825	57774	0	0	122328	0	0	0	0	131033	0	2814196	59243	0	0	0	0	327322.5	10016936	21462	0	0	0	0	40491	0	89907	675288	0	98129887	35405194	0	6417328	0	0	0	0	0	0	0	0	0	37125	243641	0	0	0	0	0	3870364	2001958	2008582	0	60465	0	143731	8823.7	0	0	2129.4	0	0	0	0	0	104692	0	0	6364551	0	0	0	123391	165793	0	0	1174198	0	610426	163783	52809	269256	0	8276.3	0	0	0	0	460310	0	7996.4	0	0	0	266015
10137	0	2637636	664974	10913863	0	0	2285048	273561	0	0	118975	97371	69717	0	0	60925	0	0	0	0	93691	0	3495531	42653	0	0	0	0	288664	10951215	7117.1	306042	0	0	0	66098	0	56674	0	0	43297090	12808250	0	1805661	48886	0	33625	0	0	0	0	0	0	133375	0	0	0	0	0	0	262528	8647290	89162	58927	0	0	0	0	0	0	0	226670	2443725	0	0	0	178176	0	0	6154588	0	0	0	286851	0	0	0	1560415	0	262214	114273	7670.7	496928	0	0	0	0	0	0	75232	0	0	0	0	34293	33527
10139	0	10710445	2897106	29869516	0	0	7972141	150531	0	34476	339504	60204	296196	0	61687	66113	0	0	0	0	413143	0	50917323	140534	0	0	40005	0	693074	14440772	0	0	17944	14748	79548	313575	0	633579	2298841	0	100780397	39000872	0	1875511	0	0	0	22839	0	0	0	0	0	0	421103	0	0	0	0	0	6033882	49389	1127030	0	0	0	348237	0	0	0	11926	0	0	0	33055	0	161941	20909	0	48806100	0	0	431196	0	353969	0	0	1154411	0	1426559	227778	75146	545976	0	8925.5	0	0	0	0	516751	0	0	0	0	0	44357
10146	0	5663914	1822727	262576	0	0	13886196	117381	0	0	39978	442841	7230.2	0	0	17729	0	0	0	0	0	0	479509	14223	0	0	0	0	0	0	0	0	0	0	0	13344	20534	0	557260	0	829341	172210	0	0	0	0	0	0	0	0	0	0	0	0	163654	0	0	0	0	0	1039072	477773	803651	265675	28817	347461	43159	0	0	32573	0	0	0	0	0	0	127334	0	0	1315303	0	0	0	0	144288	0	0	29751	0	0	42403	0	142664	0	0	0	0	0	0	0	0	0	0	0	0	81969
10155	0	2272810	1403226	32854082	0	0	1128207	433991	0	10442	185455	17171	241045	0	0	59997	0	0	0	39364	139943	0	38808034	43524	0	0	131621	0	173907	2159651	0	0	0	0	11351	139598	0	712626	1827808	0	54209782	8511401	83282	1404557	0	0	0	0	0	0	0	8823.5	0	3218140	0	25484	0	0	0	0	3953835	53829910	203147	1365438	0	0	470442	0	0	0	23710	405074	21245893	0	0	50791	215646	0	0	33181816	0	0	0	547970	60628	0	0	2844605	0	948379	157381	219848	1334179	0	0	0	0	362740	0	231037	1548719	0	0	0	0	0
10161	0	20745959	5326670	0	0	0	22443316	356769	0	10379	281134	618900	133830	100059	0	24317	0	6372.1	0	29315	272178	0	24423267	179104	0	23321	0	0	123358.5	0	0	0	0	0	41197	124719	0	0	948274	0	909209	359627	0	0	102939	0	140321	0	0	0	0	0	0	425162	361860	0	0	19884	0	0	10160602	25603466	3628954	2241605	108707	2173162	338083	0	0	107865	0	169844	89313	0	0	0	251507	0	0	41938971	0	0	1063792	0	392900	0	0	0	0	0	217200	47625.5	0	0	0	0	47492	43500	0	308855	0	0	0	0	106357	91422
10175	0	7859574	5816470	68918108	0	0	5922016	138850	0	0	263049	299394	67534	0	119269	61308	0	0	0	0	242206	0	5055410	120748	0	0	7460.9	0	315607	10224091	0	61334	0	0	20671	175042	0	41885	1684880	0	89341231	25222920	0	6861901	0	0	6154.5	11733	0	0	0	0	0	0	1827493	0	34973	7740	0	0	2544920	683806	954126	0	22934	0	790078	9510.9	0	0	0	0	0	0	0	0	113680	0	0	17084774	0	0	0	0	162463	0	0	2102731	0	2309189	136663	15906	545594	0	7263.3	0	0	0	0	1402881	0	0	254493	0	0	115038
10178	0	37432	0	0	0	0	304069	31424	0	0	0	0	51110	0	0	0	0	0	0	0	0	0	3839163	0	0	0	0	0	393103	14299163	0	0	0	8487	0	0	0	0	0	0	0	98702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418292	0	0	0	0	0	0	0	0	0	0	0	0	91435	0	0	0	0	0	0	0	0	0	0	0	0	0
10190	0	17477756	8653611	723564	0	118955	41110986	306829	88402	7985.8	229192	883017	111896	0	0	383193	0	0	0	0	232632	0	8529943	120385	0	0	0	0	102152.5	2696395	0	0	0	0	12897	174378	0	0	617316	0	1248202	103558	0	0	42178	0	0	0	0	0	0	0	0	52844	641703	0	0	0	0	0	3705681	3373704	2388582	0	70577	1115755	151223	7274.3	0	108629	34788	36235	0	0	0	0	182010	0	0	10732652	72392	0	0	165015	258657	0	0	0	17360	0	119944	51809	578631	0	0	0	110774	0	209405	79595	0	0	0	0	0	47432
10196	0	6215693	857027	24224417	0	0	8238061	186487	0	8695.8	0	143470	83634	0	0	92446	0	70764	0	0	170712	0	11395149	60810	0	0	0	0	390448.5	11127477	34088	167444	23526	0	0	163857	0	144475	9280790	0	117264902	75335649	0	6316186	37019	0	0	0	0	0	0	0	0	0	922751	0	0	0	0	0	3362765	0	1351045	0	0	0	345686	0	0	0	375220	0	0	0	0	0	64806	0	0	8079535	0	0	440974	0	842774	0	0	2715840	0	757336	0	8312.8	480541	0	0	0	0	0	0	1859712	0	133351	0	0	0	83764
10201	0	1920799	2250213	33321660	0	0	4226919	826858	0	0	102036	34300	216372	0	0	270965	0	0	0	0	62242	0	17513056	42272	112746	0	0	0	118010.5	2691245	0	0	0	0	0	48669	0	78132	573457	0	26607800	9011686	0	835501	0	0	6611.4	0	0	0	0	0	0	0	868215	0	0	0	0	0	398101	0	423552	0	0	0	199061	0	0	74281	246424	0	79921	0	13193	0	396078	0	0	7472522	0	0	0	0	12457	0	0	7352978	24488	690524	237270	23927	514178	0	0	0	0	0	56147	76313	0	0	0	0	9553.3	0
10202	0	9553259	9973796	44283339	0	0	15984849	360215	0	0	132902	433574	26694	0	39675	142924	0	0	0	70304	107888	0	2317666	38256	0	0	0	0	13897	0	0	0	0	0	0	21950	0	0	0	0	63185073	17455411	0	2730941	35680	0	0	0	0	0	0	0	0	0	636244	0	0	0	0	0	799963	533998	277990	0	0	0	207252	0	0	0	0	4896.8	67514	0	0	8012.2	122902	27721	0	4718292	0	0	0	0	54021	0	0	771960	0	1371556	86456	90167	456892	0	0	7530.4	0	0	0	471257	0	0	127936	0	0	58574
10205	0	8212803	691374	33755218	0	139312	22126989	159368	781266	28782	130884	145203	55186	0	0	102718	0	0	0	0	140092	287035	5945166	57356	0	0	0	0	220519	5156362	0	0	0	0	0	85851	0	604344	23361	23360	215829712	79128804	0	13895215	0	58911	0	0	0	0	0	0	0	0	17231	0	0	0	0	0	726752	0	1618252	0	0	0	0	0	0	0	1148768	0	0	0	0	0	109095	0	0	0	19208	0	0	0	129896	0	0	3213030	0	2285526	0	0	208355	0	0	0	0	0	0	277661	0	98217	0	0	0	141321
10212	0	415098	1389248	91528	0	0	613704	376067	0	0	74985	0	108439	0	0	0	0	0	0	27689	59640	0	3408798	51247	0	12426	0	0	232606.5	9115124	0	0	0	0	0	138007	0	0	826365	0	213554	413134	0	0	41801	0	26965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106578	0	0	0	0	0	0	302005	0	0	2177431	0	0	0	0	0	0	0	0	17372	0	346218	34221	534434	0	0	0	0	0	0	0	0	0	0	0	8564.7	50562
10219	0	13828526	7662830	57623340	5526.6	6808	17854496	211344	0	0	0	434878	101656	0	81029	100940	0	0	0	0	188267	0	17305446	87453	0	0	0	0	422847	10007804	0	0	0	0	0	214918	0	488297	87941	0	107407145	37859674	167485	4598128	0	0	0	17374	0	0	0	0	0	0	1783074	0	0	0	0	0	1247436	373967	1998559	0	0	0	295039	0	0	0	2212.8	67918	17463272	0	0	0	190879	0	0	7864120	0	0	0	0	125167	0	0	1752461	0	3553904	197213	56345	797290	0	0	0	0	0	0	883074	0	36039	48356	0	9036.4	150581
10222	0	11559329	4246358	7075033	0	37696	25133419	405156	140045	0	45642	308688	244847	0	0	92919	0	0	0	71932	107317	0	11912706	111226	610533	31343	480291	0	642624.5	15943268	0	0	0	15911	4323.3	79194	0	0	306344	0	54187196	33347026	0	1410927	90781	25045	34902	0	0	0	19724	0	0	0	344939	0	0	0	0	0	1581162	239389	2323599	0	0	0	64221	8364.4	0	0	175168	0	0	0	17468	247836	201877	0	0	7175059	13153	0	0	0	173538	0	0	298014	0	248381	242551	692844	523822	0	9052.5	0	0	0	0	62729	0	0	0	0	0	46772
10225	0	18129514	26430793	119300926	0	0	33407469	824725	47067	0	39952	830396	29399	0	484119	174174	0	0	0	129701	0	46298	3887951	17829	0	0	0	0	176318	3892752	0	0	0	0	61486	29245	0	0	1089701	0	83301754	56133659	0	5756007	29597	0	0	0	0	0	0	189810	185119	184481	1930957	0	47377	38292	1871099	0	2530707	1799686	2828563	0	0	4137881	1107686	0	0	0	116303	32023	0	0	0	0	169113	0	0	3761055	99650	20729	0	88167	386810	0	559370	2301825	0	4495537	204577	46687	0	0	0	32602	0	0	0	107316	0	49066	916208	0	0	101337
10226	0	20401222	1326498	3428796	30434	20775	33551853	47231	0	0	155251	658146	50177	0	29059	160835	504161	0	0	0	122367	0	30507361	17230	0	0	0	0	99045	0	0	0	0	0	3075	75916	0	0	768537	0	104263975	2030258	68912	614344	0	0	0	0	0	0	0	0	0	14764431	233839	0	0	0	0	378876	728344	53497429.5	705906	3461578	0	0	0	0	0	0	0	6192936	22009662	0	0	60401	10011	0	0	37891036	0	0	140029	2405475	399190	139773	0	182636	0	355824	56356	367399	166124	223703	6100.2	0	0	1382878	0	90914	6107366	0	0	0	0	15398
10229	0	4377013	2020419	28087409	0	0	8516387	659638	0	0	43751	207691	110550	0	0	52237	0	0	0	140858	48140	0	6381915	66370	0	157533	0	0	576877	15901869	0	0	16614	0	0	15789	0	87001	52022	0	61591852	24022044	0	4286678	88305	18582	229422	0	0	0	0	0	0	0	45862	0	0	0	0	0	649165	381315	662903	284444	0	0	9452.1	0	0	0	0	0	0	49250	0	0	338316	11237	0	13502703	0	0	0	0	0	0	0	3180074	37514	659852	145075	69667	404054	0	0	0	0	0	0	95033	0	0	0	0	209475	88635
10236	0	7384032	2332593	18476934	0	111713	18923501	644982	246794	22640	434763	164791	245965	0	78969	0	0	40080	0	122020	623457	0	53019824	218871	88479	0	34425	0	384348	6352071	0	0	0	0	66959	496539	0	0	3476349	0	69820351	45744780	469408	2003298	0	0	0	0	0	0	42221	0	0	19540634	3246317	0	0	0	1319747	55093	6886900	83456350	4326862	4990303	0	7424061	588503	0	541140	0	8840.1	1456764	22337408	0	0	0	193901	0	0	134714333	7455.4	0	0	5245802	1029950	730072	437200	327047	0	3093586	206965	49472	340856	244728	0	25752	0	361665	30188	563635	5516172	73115	299137	0	0	154356
10244	0	6680583	20420406	417515	0	0	9335562	181902	0	17539	210433	392471	186841	0	0	0	0	36108	0	0	235292	0	40314113	93734	403674	0	0	0	998178.5	24481343	0	0	50615	20757	0	187189	0	0	3223664	0	533407	519294	0	0	0	0	0	0	0	0	113925	0	0	0	788200	0	0	0	0	0	404200	0	0	0	0	0	441437	0	0	0	0	0	0	34964	30596	0	87746	0	0	38135401	0	0	75422	0	93184	0	0	0	0	0	70474	60776	634524	0	0	0	0	0	0	57725	0	0	0	0	0	159816
10256	0	17407893	22585973	0	0	0	15950990	163624	0	0	110319	1125101	115000	0	437536	3565095	5260835	0	0	29527	206639	0	18294813	167173	0	0	0	0	185264	4352859	0	0	0	0	0	222517	0	0	838099	0	165318	0	188840	0	0	0	140241	0	0	0	162143	22264	94940	15840731	953214	1195614	0	24829	1262165	362907	1486405	59024785	575177	4225775	0	1473127	244779	0	0	3689.7	1662.5	6037158	775557	29411	0	0	491810	0	0	51880670	0	0	0	894784	76389	0	31340	0	0	0	172616	3773.2	750522	99264	6899.3	67339	0	7231752	0	35420	9962665	0	46265	0	0	32533
10263	0	8786417	15089182	3634095	0	0	11967154	60818	0	0	71983	597151	99877	0	0	5998.4	0	0	0	0	48372	0	12973921	35511	101329	0	0	0	795173	24829916	0	0	0	17796	60746	272224	0	0	3238226	0	3864372	298875	0	48632	37542	0	0	0	0	0	119322	63782	0	35370	182206	0	0	22771	272852	0	1936182	2120051	909763	309896	0	3933491	91595	0	0	0	0	6681.2	0	0	0	0	47454	0	0	10348626	0	0	0	0	87164	0	0	0	45139	0	67560	60828	338798	0	3235.2	0	0	0	0	0	0	0	0	0	0	125013
10268	0	9882746	1492096	20679854	0	0	9844070	365375	20477	6975.7	0	157412	177794	0	65672	86844	0	0	0	0	101652	103213	21349993	52020	0	0	279681	0	543376	11783603	79240	0	0	0	22049	161171	0	196191	43883	329409	137810493	54301369	45375	4650154	80771	0	0	0	0	0	0	0	0	0	257153	0	0	0	0	0	2115974	410956	300408	61069	0	282679	117237	0	0	0	20205	0	0	0	0	117266	182720	148533	0	18471737	0	0	212967	0	43131	0	0	1825081	0	2540089	175943	388145	0	0	0	0	0	0	0	84221	0	0	0	0	0	221614
10273	0	1478540	4291646	33784024	0	0	1830425	1108288	0	0	82862	79647	224039	0	0	73916	0	0	0	0	86884	0	16910827	25490	0	0	0	0	842473.5	25822530	0	0	50017	25364	0	36936	0	140795	284985	0	15429022	6248816	0	925537	0	22211	52570	47373	0	0	0	0	0	0	44134	0	0	0	0	0	550061	0	50300	67419	0	0	35450	0	0	95557	0	0	0	0	7881.9	0	247543	0	0	16935028	0	0	0	0	25464	0	0	1218940	0	206876	105442	5281.5	611714	0	0	0	0	0	0	47834	0	0	0	0	0	0
10274	0	6373496	789239	15919127	0	265511	24871932	169997	239446	0	0	258870	0	0	0	77596	0	0	0	0	0	248026	5842149	0	0	0	0	0	615214	15504481	0	0	0	0	0	0	0	532216	128330	160800	113901424	103309033	0	8124561	0	0	0	0	0	0	0	0	0	0	398922	0	0	0	0	0	2287780	2540410	1967631	225291	0	0	123983	0	0	97347	189711	0	0	0	0	0	97978	0	0	6180624	4329.9	0	0	0	172155	0	0	1640458	0	1394375	203150	0	198095	0	0	0	0	0	0	336025	0	7053.5	0	0	0	0
10286	0	11203219	6725505	337529	0	132834	35470889	775563	73239	0	137668	1074200	286284	0	192747	48579	0	0	0	72938	114645	0	13791099	42160	489647	0	0	3216.2	702761.5	22974749	0	0	40411	20030	21052	107811	0	0	1566761	0	974058	297934	0	0	0	0	7735.4	0	0	0	0	0	0	0	461070	0	0	0	0	0	224931	0	0	0	0	0	67841	0	0	106875	27764	761243	0	0	0	0	371508	0	0	16186953	5541.8	0	0	0	49410	0	0	0	0	37328	225696	0	576137	0	9144.7	0	0	0	0	0	0	0	0	0	0	0
10290	0	8977709	552455	11839317	0	42059	17614474	50650	45116	0	64182	308174	72087	0	0	42663	0	0	0	0	71942	0	25434059	38630	0	0	23873	0	363466.5	6300465	0	0	0	0	0	29539	0	1374555	197232	0	128577827	94815209	0	10184960	37096	0	0	0	0	0	0	28371	0	0	239474	0	0	0	0	0	4630408	0	3378410	0	23370	0	58846	0	0	0	472050	0	42168	0	0	0	122251	0	0	13294913	195407	0	0	0	144766	0	0	2305713	0	716099	0	57857	178724	0	2751.7	0	0	0	18863	436181	0	21909	0	0	0	107788
10295	0	13156160	24137808	0	0	144752	41310282	1092973	142498	0	0	1108981	119991	0	23744	68794	0	111973	0	0	129719	0	28287538	84280	0	0	0	0	514996	11297485	0	0	0	0	18048	219980	247792	0	7296779	0	190997	74194	0	0	56898	27174	19765	0	0	0	110455	62281	0	15533840	401250	98396	0	22843	1129553	38652	1242173	51099984	956949	391185	0	2255485	176577	0	0	0	0	1218708	484990	0	0	0	193153	0	0	32708443	0	0	0	1657325	99633	0	73453	0	0	0	202986	49430	571934	0	0	31826	0	367253	0	38216	0	0	0	0	25414	87423
10313	0	19984313	7087848	65860939	0	110449	32684851	301349	410328	19894	487986	312480	141625	0	278481	50077	0	2388.5	0	0	572118	0	14807319	238826	0	0	0	0	633515.5	21298923	4870.8	163364	0	24186	63657	237727	0	512984	2183535	0	99115884	58374836	0	3040655	0	0	0	0	0	0	0	0	0	1826754	2394502	1636441	0	59522	2624890	0	17497448	28466894	12707337	724300	0	0	2245238	0	0	92616	58850	67172	0	0	0	0	254721	0	0	96217304	0	0	2991336	654255	1194717	0	739997	2318838	0	3854875	308257	0	597490	0	8828.1	0	377772	0	0	1274814	0	160583	1064066	0	0	0
10331	0	16091695	1170199	23278722	0	0	9861076	327584	72185	11343	101224	155030	110551	0	0	47674	0	0	0	0	95467	33533	8655752	39212	0	0	0	0	252299	7278301	7205.8	0	12662	0	50174	65994	0	406320	870288	0	244137816	90120283	0	5356059	0	0	13144	6302.7	12634	0	0	0	0	6336.9	372832	0	0	0	0	0	18901434	2409569	4470519	162913	0	0	947275	0	0	58377	6475730	0	239914	0	0	0	253278	0	0	13554560	0	0	2213818	0	429738	0	89291	1726971	0	2160158	498699	0	269239	0	0	0	0	0	0	1118513	0	5840	0	0	16820	0
10337	0	3498271	2361061	0	0	25092	8127657	154561	0	0	180763	314506	96717	0	0	39430	0	0	0	0	154480	0	3493455	68062	0	0	0	0	398779	15996806	0	0	23995	0	0	74253	0	0	1724413	0	288847	346211	0	0	0	0	0	0	0	0	0	0	0	0	191786	0	0	0	117711	0	1397580	381815	986665	218202	34611	997328	98938	0	0	57784	0	0	0	0	0	0	55862	0	0	6613077	0	0	0	0	61474	0	0	0	0	0	110992	0	781939	0	4699.2	0	0	0	0	65604	0	0	0	0	0	29584
10342	0	5754938	7220469	1960660	0	0	9214649	422245	0	0	253416	436558	215078	0	0	25724	0	0	0	0	201435	0	14427569	54171	0	0	0	0	591282.5	21665136	0	0	27605	17818	0	146168	0	0	357810	0	5533303	576017	0	0	50140	0	263241	0	0	0	0	0	0	0	608068	0	0	0	25677	0	225172	168916	207480	0	0	0	149701	0	0	34976	0	0	0	0	0	0	206168	0	0	21297792	0	0	0	0	5244.2	0	0	71068	0	56076	248300	17778	851088	0	7961.1	0	0	0	0	0	0	0	0	0	135563	0
11005	0	23360498	3822725	44147060	0	0	9560650	364905	0	0	70160	320160	106381	0	109320	112502	0	0	0	0	54458	0	10486159	34072	0	61769	0	0	588884	16482862	0	0	40714	21075	14144	39817	0	442495	432938	0	208104396	28673144	0	4582388	0	0	145577	0	0	0	0	0	0	109637	639864	111411	0	21886	0	0	21192502	7846464	3419085	140768	0	0	1728857	0	0	0	2390272	38996	0	0	0	0	131739	0	0	9612797	0	0	1531678	0	145830	0	117735	1770819	0	2652432	144444	11248	0	0	5293.8	0	215114	0	0	1918718	0	0	131728	0	71382	0
11008	0	36643064	9747284	0	0	199620	51958102.5	517624	163368	14447	349314	2497147	89227	0	152826	68972	0	13645	0	0	329518	0	4078205	123694	0	0	0	0	470056.5	12539382	0	0	0	0	120499	114444	0	0	2439051	0	135079	23423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44301	0	0	0	0	0	0	0	15902	48885	42993	354432	0	0	0	0	59202	0	0	11778044	243236	0	0	0	0	0	0	0	0	0	72219	9975.3	314767	0	8952.1	0	0	0	0	0	0	0	0	0	0	0
11012	0	36000628	20924279	6400196	0	151262	66130332	268409	127740	0	116218	2165763	160569	0	546243	0	0	0	0	0	76210	0	20672188	41386	22026	0	0	0	679742	14662325	0	0	0	17018	3739.7	81381	176139	0	1543896	0	21249876	3368429	0	371839	0	0	0	0	4251.1	0	0	80806	0	0	663269	0	0	0	0	0	869478	0	0	0	0	0	152041	0	0	66126	251959	45407	0	0	0	0	106605	0	0	12980662	42693	0	0	0	29978	0	0	102273	0	376137	95406	5964.4	187388	0	10440	0	0	0	0	0	0	0	0	0	0	0
11015	0	5426865	4944249	41025698	0	3802.2	14083507	302630	0	0	213754	390978	405253	0	0	227985	0	0	0	0	211043	0	7304622	62968	390256	0	0	0	635250.5	20489155	0	0	45006	0	13603	282273	0	104667	419383	0	88585612	31141657	0	5815340	41820	0	11551	0	0	0	104880	0	0	0	803719	0	0	0	0	0	1267684	256073	980498	175504	10009	0	409819	0	0	40345	19386	0	0	0	0	0	327992	7188.2	0	8793722	0	0	0	0	9735.5	0	0	2432972	0	1414205	153510	9636.1	476673	0	8415.8	0	0	0	0	454123	0	0	0	0	0	0
11017	0	5904803	1856934	22026378	0	0	7654854	711347	0	0	206406	371458	52743	0	52918	18211	0	0	0	81441	135514	0	1566735	50149	0	0	0	0	236907	7938855	7602.7	0	0	0	0	61904	0	1241991	39637	0	67579515	27731976	0	5877075	37365	0	0	0	5389.6	8781.8	0	0	0	0	223713	0	0	0	0	0	778781	504675	618217	562352	11803	0	95620	0	0	111047	0	12196	0	0	0	0	365626	0	0	4018763	0	0	0	0	0	0	0	676751	0	937805	201683	21274	900756	0	6318.6	0	0	0	0	194761	0	0	0	0	0	13803
11022	0	385233	746958	26145	0	0	896216	242849	0	0	28471	43590	88939	0	0	5407.1	0	0	0	0	26783	0	5774075	21020	0	0	0	3356.5	353733.5	13411495	0	0	0	0	0	69840	0	0	0	0	83810	249981	0	0	30517	0	43226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124052	16521	0	3802437	0	0	0	0	0	0	0	0	29924	0	101637	77284	379442	0	4995.7	0	0	0	0	0	0	0	0	0	20901	96071
11025	0	3908518	5469579	0	0	0	7988399	415009	0	0	301922	323821	362903	0	0	0	142598	107997	0	65438	370438	0	19316086	178228	171830	39822	0	7684.8	1114514	43765129	0	0	100697	47762	22880	306053	0	0	7233829	0	469497	104636	0	0	0	0	156525	12695	0	0	0	0	0	2408412	230576	60842	0	5841.8	0	0	2365112	30718246	560949	662325	17950	777534	85589	0	0	23071	6132.6	466814	0	34853.5	0	10386	306880	21401	0	40253687	0	0	98378	558598	89212	0	0	0	0	0	153064	65925	1153065	44437	0	0	0	438174	0	0	0	0	0	0	81601	0
11026	0	7331363	1036506	26735434	0	0	3770950	198843	0	21471	337040	225963	106152	0	0	40604	0	0	0	0	323552	133404	6956119	91056	0	0	0	0	824958	26661981	82731	398109	0	25493	88717	194114	0	1841365	1588580	0	137793509	47308472	0	7786580	63984	0	0	0	0	0	0	0	0	0	206067	0	0	0	0	0	5155689	544209	619166	0	0	0	292128	0	0	60035	0	0	0	0	0	5023.1	126900	8580.3	0	10655271	0	0	0	0	116491	0	0	1440130	34405	952403	175313	40317	588680	0	10650	0	0	0	0	766342	0	0	0	0	0	16009
11044	0	886658	2798275	44861477	0	0	1012652	67497	0	0	231668	77229	115919	0	0	148108	0	0	0	0	223811	0	7054088	85262	22315	0	0	0	270327	10077730	0	0	0	0	0	62010	0	0	924132	0	21513038	3775097	0	1494537	0	0	0	0	0	0	0	0	0	0	276230	0	0	0	62384	0	138780	0	19145	0	0	0	147471	0	0	11981	0	0	0	0	0	17523	52619	27046	0	6280895	0	0	7301.3	0	23028	0	0	3646696	0	1209250	42896	77502	497349	0	8854	0	0	0	0	172054	0	0	75984	0	0	0
11054	0	7133612	25430916	4330918	49600	626871	52533361	750624	423950	12104	273114	1965031	475390	0	266930	117248	197216	29080	0	37170	212191	0	53160552	83402	143135	0	0	5585.8	190760	0	0	0	0	0	61366	110440	0	0	4751109	0	1218974	296651	0	23764	0	0	0	0	0	0	38269	30565	663912	102866358	10942483	2536964	239569	189952	5616166	339678	2232225	67599327.5	2639059	2548617	0	6815698	1067851	0	0	185025	2416.9	6105771	649390	0	0	0	0	0	0	41137000	11696	0	484171	29175314	554733	0	562489	0	0	0	191812	46967	389587	5522400	0	78013	0	3386488	47338	689644	20103869	188296	0	0	0	0
